Publisher,Dataset Count
"British Oceanographic Data Centre, National Oceanography Centre, NERC, UK",163
Geoscientific Data & Discovery Publishing System,162
ASEP Repository,162
МГППУ,162
Wyoming Data Repository,161
IMU-Testologen AB,160
PolyU Research Data Repository,160
Zoosystematics and Evolution,160
ISIMIP Repository,159
University of Portsmouth,159
Copernicus Land Monitoring Service,159
"คณะวิศวกรรมศาสตร์ สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,",158
De Montfort University,158
SILVA,158
Institute for Marine and Antarctic Studies,157
Community Resource for Archiving Wireless Data at Dartmouth (CRAWDAD),157
Adansonia,157
National Data Archive on Child Abuse and Neglect,157
Centre de Donnees astronomique de Strasbourg (CDS),157
"National Heart, Lung, and Blood Institute",156
University of Washington Libraries,156
NIMH Data Archive,156
IQB - Institute for Educational Quality Improvement,154
มหาวิทยาลัยเทคโนโลยีราชมงคลพระนคร,154
University of Hong Kong,153
BORDaR: Bournemouth Online Research Data Repository,153
BonaRes Data Centre (Leibniz Centre for Agricultural Landscape Research (ZALF)),153
Ocean Biogeographic Information System,153
"คณะเภสัชศาสตร์ มหาวิทยาลัยเชียงใหม่,",152
INDEPTH Network,152
Clinical Practice Research Datalink,152
National statistical authorities of each of the countries or territories,152
"คณะสังคมสงเคราะห์ศาสตร์ มหาวิทยาลัยธรรมศาสตร์,",151
"UGA, CNRS, CNRS-INSU, OSUG",149
SICAS Medical Image Repository,149
INESC TEC,148
Data Archiving and Networked Services (DANS),148
Instituto de Investigaciones Ambientales del Pacifico John Von Neumann (IIAP),148
U.S. Environmental Protection Agency,147
"Oak Ridge National Laboratory (ORNL), Oak Ridge, TN (United States). Oak Ridge Leadership Computing Facility (OLCF); Oak Ridge National Laboratory (ORNL), Oak Ridge, TN (United States)",147
National Museum of Natural History,147
NCIP Hub,147
Silpakorn University,147
Digital Repository of Ireland,147
Adis Journals,147
U.S. Geological Survey Geomagnetism Program,147
Universität Münster,146
OTELO,145
NOMAD Repository,145
CRCNS.org,143
Digital Repository at the University of Maryland,143
Washington University in St. Louis,142
Macquarie University,141
"Beilstein-Institut, STRENDA",141
University of Groningen,141
Københavns Stadsarkiv,141
สำนักงานกองทุนสนับสนุนการวิจัย,140
Network Data Exchange (NDEx),140
มหาวิทยาลัยราชภัฏเชียงใหม่,140
Chulalongkorn University.,139
Dutch National Database of Flora and Fauna (NDFF),139
"มหาวิทยาลัยราชภัฏจันทรเกษม,",138
University of Iowa,138
DOE Geothermal Data Repository; Energy and Geoscience Institute at the University of Utah,138
Digital Rocks Portal,138
ศูนย์ประชุมวิชาการ คณะแพทยศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,138
"มหาวิทยาลัยสงขลานครินทร์,",138
มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์,138
มหาวิทยาลัยราชภัฏนครสวรรค์,138
สำนักงานคณะกรรมการวิจัยแห่งชาติ,137
Middlebury,137
มหาวิทยาลัยอุบลราชธานี,136
Species File Group,136
Open Science Framework,136
KEK,136
Partnership for Interdisciplinary Studies of Coastal Oceans (PISCO),136
中国科学院南京地质古生物研究所所级中心,135
SOEP Socio-Economic Panel Study,134
SSHADE/FAME (OSUG Data Center),134
Technische Universität Berlin,133
Universidad del Magdalena,133
"Royal Belgian Institute for Natural Sciences (RBINS), Directorate Natural Environment (OD Nature), Belgian Marine Data Centre (BMDC)",133
Nordicana D,133
TUHH Universitätsbibliothek,133
physionet.org,133
Zoosystema,132
DataverseUA,132
Santa Barbara Coastal Long Term Ecological Research Project,132
กรมวิชาการเกษตร,132
University of Dundee,131
Parques Nacionales Naturales de Colombia,131
data.univ-gustave-eiffel,131
Cranfield University,130
MDA,130
llc,130
University of Massachusetts Amherst,129
IUScholarWorks,129
"วิทยาลัยการบริหารรัฐกิจ มหาวิทยาลัยบูรพา,",129
มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,129
UCAR/NCAR - GDEX,128
"UMS PatriNat (AFB-CNRS-MNHN), Paris",128
ACTRIS ARES Data Centre Unit,128
Caribbean OBIS Node,127
Kiel University,127
OBIS Secretariat,127
"มหาวิทยาลัยเกริก,",125
Lomonosov Moscow State University,124
"มหาวิทยาลัยหอการค้าไทย,",124
Aperta,124
UCR-Star,124
The Thai Society for Biotechnology,124
Swedish Transport Administration,123
King Mongkut’s University of Technology Thonburi,123
Edge Hill University,122
German Centre for Higher Education Research and Science Studies (DZHW),122
"Minneapolis, MN: IPUMS",122
Deutsche Rentenversicherung Bund,122
"Bioinformatics lab, Department of Biotechnology, Yonsei University",122
Systematic Review Data Repository,122
Universidad Nacional de Colombia,121
"คณะเทคโนโลยีการเกษตร สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,",120
USC ISI Synapse Repository,120
"European Commission, Joint Research Centre (JRC)",120
Dalia - Dati Aperti bibLIoteca Area bologna,120
TERN,119
EDP - Energias de Portugal,119
CADC,119
Caltech Data,119
MURI/AUSMURI Project: Rationalization of Interphase Instabilities during Thermo-Mechanical Gyrations Typical,118
Oak Ridge National Laboratory,118
Karlsruhe,118
NSIDC,117
Digital Science,117
San Raffaele Open Research Data Repository,117
Kraftfahrt-Bundesamt,117
National Institute for Environmental Studies,116
Linnaeus University,113
LaRS - Language Repository of Switzerland,113
Universitätsbibliothek Braunschweig,112
the Infectious Diseases Data Observatory,112
Datos para Resiliencia,112
National Geophysical Research Institute,112
National and Regional Climate Adaptation Science Centers,111
EcoSIS,111
Environmental System Science Data Infrastructure for a Virtual Ecosystem,111
ALBA Synchrotron,111
Danish Biodiversity Information Facility,111
Bicocca Open Archive Research Data,111
Goethe-Universität Frankfurt,111
"Jardín Botánico de Bogotá ""José Celestino Mutis""",110
Mahasarakham University,110
Middlesex University,110
NITRC,110
"University of Edinburgh. School of Philosophy, Psychology & Language Sciences. Department of Linguistics & English Language",110
Dataverse UdeA,110
SCAR - AntOBIS,109
Pennsieve Discover,109
Laboratoire Chrono-environnement,109
Chalmers University of Technology,109
"Research Center for Hydrogen Industrial Use and Storage (HYDROGENIUS), Kyushu University",109
CERP - South Florida Water Management District,109
NASA PSI,109
Katedra i Zakład Histologii i Embriologii,109
Leibniz Institute for Educational Trajectories,108
Africa Health Research Institute (AHRI),108
University of Edinburgh. School of Chemistry,108
Statistics Sweden,108
"Chiang Mai University,",108
The University of Manchester,107
Polish Biodiversity Information Network,107
Susanna Atwell,107
"บัณฑิตวิทยาลัย จุฬาลงกรณ์มหาวิทยาลัย,",105
The Hive: University of Utah Research Data Repository,105
Royal Belgian Institute for Space Aeronomy,105
National Ecological Observatory Network,104
zenodo,104
มหาวิทยาลัยวลัยลักษณ์,104
Idiap Research Institute,103
University of the Arts London,103
INRA,102
Woods Hole Oceanographic Institution,102
"Department of Biodiversity, Conservation and Attractions",102
University of Brighton,101
EOL Data Support. UCAR/NCAR - Earth Observing Laboratory,101
Oregon Health & Science University,101
International Institute of Tropical Agriculture,100
Merit Research Journals,100
สาขาวิชาการประกอบการ มหาวิทยาลัยศิลปากร,100
"King Mongkut's University of Technology Thonburi,",100
Project Data Sphere,99
Vermont Center for Ecostudies,99
Norwegian Institute for Nature Research,99
Aves Argentinas,99
"MultiSector Dynamics - Living, Intuitive, Value-adding, Environment",99
Ecopetrol S.A.,98
"St George's, University of London",98
JAMSTEC,98
anonymous,98
"คณะศิลปศาสตร์ มหาวิทยาลัยธรรมศาสตร์,",98
"มหาวิทยาลัยสยาม,",98
CIMMYT Research Data & Software Repository Network,98
SSHADE/GhoSST (OSUG Data Center),97
Rothamsted Research,97
Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e.V.,97
National Teaching Repository,97
United States Department of Transportation: Office of Aviation Consumer Protection,97
Climateverse India,97
Berufsverband Information Bibliothek,97
Yale-NUS Dataverse,96
Government of Canada; Environment and Climate Change Canada,96
มหาวิทยาลัยสยาม,96
SCAR - Microbial Antarctic Resource System,96
"มหาวิทยาลัยเทคโนโลยีสุรนารี,",96
"คณะพยาบาลศาสตร์ มหาวิทยาลัยเชียงใหม่,",95
National University of Singapore,95
European Organisation for the Exploitation of Meteorological Satellites,95
Khon Kaen University,95
EPrints Repo,94
"คณะวิทยาศาสตร์ มหาวิทยาลัยขอนแก่น,",94
Naturalis Biodiversity Center,94
"World Spider Trait Database, Masaryk University",94
Seoul National University,94
Open Digital Epigraphy Hub,94
มหาวิทยาลัยราชภัฏเพชรบุรี,93
University of La Laguna,93
KBIF Data Repository,93
"สำนักวิชาวิศวกรรมศาสตร์ มหาวิทยาลัยเทคโนโลยีสุรนารี,",93
Spanish Polar Data Centre,93
MetadataWorks,92
Royal Society for the Protection of Birds,92
DASS-BIH,92
มหาวิทยาลัยมหาสารคาม,92
STKS,92
The Francis Crick Institute,91
Norwegian University of Science and Technology,91
European Southern Observatory (ESO),91
"Khon Kaen University,",91
Manaaki Whenua - Landcare Research,91
École des Hautes Études en Sciences Sociales; Centre d'anthropologie religieuse européenne (Paris); Centre d'études en Sciences Sociales du Religieux; École des hautes études en sciences sociales (Paris),91
University of Kent,90
Aalborg University Press,90
Humboldt-Universität zu Berlin,90
CNDP,90
"Pacific Northwest National Laboratory (PNNL), Richland, WA (United States)",90
Open Data Commons for Spinal Cord Injury (ODC-SCI),89
Intermetallic Reactivity Database,89
Wesleyan University,89
GlobeData,89
Universidad del Valle,88
"Electronic Rothamsted Archive, Rothamsted Research",88
Griffith University,88
Universidad Pedagógica y Tecnológica de Colombia,88
SHARE–ERIC,87
Rīga Stradiņš University Institutional Repository Dataverse,87
GeoSphere Austria,87
"Universität Erfurt. Philosophische Fakultät. Nachwuchskolleg ""Texte. Zeichen. Medien""",87
Discuss Data,87
"คณะครุศาสตร์อุตสาหกรรม สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,",86
York St John University,86
The University of Sydney,86
Staatliche Naturwissenschaftliche Sammlungen Bayerns,86
TUDOdata,86
กรมชลประทาน,86
University of Aberdeen,85
CSIC - Instituto de Lenguas y Culturas del Mediterráneo y Oriente Próximo (ILC),85
SATmonitoring di Vito L'Erario,85
Verein für die Geschichte und Altertumskunde von Erfurt,85
SEDOO OMP,84
Forschungsdatenzentrum der Bundesagentur für Arbeit (BA) im Institut für Arbeitsmarkt- und Berufsforschung (IAB),84
National Zoo and Smithsonian Conservation Biology Institute,84
